earliest_cr_line,revol_util,dti,annual_inc,open_acc,loan_amnt,total_acc,revol_bal,fico_score,term,home_ownership,verification_status,pub_rec,application_type,pub_rec_bankruptcies,loan_approval
2000.0,42.0,14.28,5.477121254719663,10.0,25000.0,34.0,3.769303460189082,677.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
1991.0,71.9,25.82,4.986771734266245,10.0,18000.0,15.0,4.583572809143774,697.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2004.0,73.7,15.91,4.740362689494244,9.0,15625.0,12.0,4.242093983883883,697.0,36 months,RENT,Source Verified,0,Individual,0,1
1995.0,45.1,3.31,4.845098040014257,6.0,15000.0,10.0,4.375974366176192,752.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
2000.0,46.0,16.76,5.0,14.0,11000.0,26.0,4.1368473499574545,672.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2001.0,65.3,13.71,5.079181246047625,15.0,2400.0,25.0,4.175047699526168,687.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
1999.0,3.7,10.53,5.222716471147583,21.0,18000.0,37.0,3.6449307079135873,777.0,36 months,RENT,Verified,0,Individual,0,0
1999.0,81.5,22.84,4.748188027006201,25.0,24575.0,31.0,4.488536615801344,672.0,60 months,RENT,Verified,0,Individual,0,0
2003.0,90.7,25.81,5.021189299069938,13.0,14000.0,23.0,4.538297185167974,677.0,36 months,MORTGAGE,Verified,0,Individual,0,1
2000.0,39.4,16.47,4.698970004336019,5.0,10000.0,16.0,3.7258299903205803,767.0,36 months,OWN,Not Verified,0,Individual,0,1
1993.0,53.7,13.75,5.056904851336473,8.0,25000.0,18.0,4.383060976930993,707.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
1995.0,55.7,25.35,4.812913356642856,9.0,6000.0,30.0,4.261667228774185,702.0,36 months,RENT,Not Verified,0,Individual,0,1
2003.0,97.0,6.84,4.929418925714293,8.0,9200.0,18.0,4.04766419460156,687.0,36 months,RENT,Verified,0,Individual,0,1
2012.0,15.9,13.78,4.681241237375588,6.0,10000.0,7.0,3.2234959409623944,752.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
2007.0,68.1,24.67,5.037426497940624,13.0,18000.0,38.0,4.665224404270919,667.0,60 months,RENT,Source Verified,0,Individual,0,1
1996.0,22.8,2.15,5.361727836017593,9.0,20000.0,25.0,4.06329582107352,752.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
1996.0,56.6,19.5,5.05307844348342,19.0,24000.0,43.0,4.5324231190671025,702.0,36 months,RENT,Verified,0,Individual,0,1
1999.0,55.4,14.15,4.954242509439325,13.0,14000.0,20.0,4.141543834220653,682.0,36 months,OWN,Not Verified,0,Individual,0,1
2003.0,32.7,12.77,4.698970004336019,7.0,11000.0,14.0,4.162713725583078,702.0,36 months,RENT,Not Verified,0,Individual,0,1
1999.0,40.5,21.54,4.863322860120456,16.0,7925.0,37.0,4.313825053809394,692.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2001.0,90.9,14.82,4.921686475483602,15.0,2275.0,38.0,3.9362623419034777,682.0,36 months,MORTGAGE,Verified,1,Individual,1,1
1996.0,40.8,18.12,5.113943352306837,23.0,24000.0,43.0,4.466021924257536,737.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
1998.0,84.0,12.72,4.799340549453582,11.0,16000.0,27.0,4.385033986272011,717.0,36 months,MORTGAGE,Verified,0,Individual,0,1
2004.0,72.1,4.3,4.724275869600789,6.0,9000.0,9.0,3.9883359558560505,692.0,36 months,RENT,Not Verified,0,Individual,0,1
1995.0,37.4,12.92,5.096910013008056,24.0,18000.0,46.0,4.490716778256952,742.0,60 months,MORTGAGE,Verified,0,Individual,0,1
1993.0,59.9,14.89,4.929418925714293,9.0,35000.0,17.0,4.254306332331286,712.0,60 months,MORTGAGE,Source Verified,0,Joint App,0,1
2002.0,9.7,8.3,4.986794120002798,11.0,18000.0,22.0,3.5802405082653763,742.0,36 months,RENT,Source Verified,1,Individual,1,1
2001.0,84.5,21.17,4.698970004336019,13.0,10000.0,37.0,4.203223325290906,672.0,36 months,RENT,Source Verified,0,Individual,0,1
2003.0,20.3,15.97,4.752048447819439,12.0,14000.0,15.0,3.7967824117013076,712.0,60 months,RENT,Not Verified,0,Individual,0,1
2007.0,41.9,20.76,4.633468455579586,7.0,7200.0,19.0,3.497067936398505,677.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
2004.0,26.7,13.01,4.53655844257153,10.0,7200.0,43.0,3.646501750031612,672.0,36 months,MORTGAGE,Not Verified,1,Individual,1,1
2005.0,54.8,19.08,5.148559377425575,12.0,24000.0,19.0,3.9291122566546606,692.0,36 months,RENT,Verified,0,Individual,0,0
2011.0,21.4,15.53,4.544068044350276,12.0,8400.0,18.0,3.688330818112266,707.0,36 months,OWN,Source Verified,0,Individual,0,1
1997.0,47.0,23.4,4.740362689494244,15.0,22000.0,36.0,4.306532247519607,692.0,36 months,RENT,Verified,0,Individual,0,0
2005.0,43.3,7.47,4.698970004336019,5.0,8000.0,21.0,3.7264826967848297,662.0,36 months,RENT,Source Verified,0,Individual,0,1
1994.0,39.0,7.08,4.954242509439325,6.0,1000.0,14.0,3.463743721247059,667.0,36 months,RENT,Source Verified,0,Individual,0,1
1997.0,41.2,22.2,4.9344984512435675,12.0,12000.0,41.0,4.088065177690205,757.0,36 months,RENT,Not Verified,0,Individual,0,1
1992.0,42.4,8.3,4.929418925714293,8.0,30000.0,18.0,3.7740057302582093,672.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
1998.0,74.9,25.39,4.977723605288848,13.0,5000.0,41.0,4.078456818053293,667.0,36 months,RENT,Not Verified,0,Individual,0,0
2004.0,44.8,30.6,4.556302500767287,11.0,3000.0,17.0,3.615107987443194,667.0,36 months,RENT,Source Verified,1,Individual,1,1
2001.0,71.6,32.93,4.653212513775344,7.0,6000.0,20.0,4.406216467853261,677.0,36 months,RENT,Not Verified,0,Individual,0,1
1988.0,33.9,16.31,5.05307844348342,10.0,14000.0,20.0,4.502918496029954,762.0,60 months,MORTGAGE,Source Verified,0,Individual,0,1
1999.0,53.6,22.12,4.544068044350276,10.0,9600.0,24.0,4.213570878454619,677.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
2002.0,76.0,20.94,4.6020599913279625,8.0,5000.0,11.0,3.5796692935547205,672.0,36 months,RENT,Verified,0,Individual,0,1
2002.0,67.1,18.02,4.845098040014257,7.0,10000.0,20.0,3.8046845149069406,692.0,60 months,RENT,Verified,0,Individual,0,1
1996.0,11.6,3.02,5.011401259924744,9.0,7000.0,17.0,3.26030994579492,717.0,60 months,MORTGAGE,Not Verified,0,Individual,0,1
2000.0,56.4,24.62,4.778151250383644,14.0,25200.0,35.0,3.960993708942336,697.0,60 months,MORTGAGE,Not Verified,0,Individual,0,0
2001.0,80.3,14.29,4.724275869600789,10.0,10000.0,18.0,4.212453961040276,687.0,36 months,RENT,Not Verified,0,Individual,0,1
2010.0,14.6,14.31,4.698970004336019,14.0,10000.0,19.0,3.8435442119456353,767.0,36 months,OWN,Source Verified,0,Individual,0,1
1995.0,53.9,17.0,4.698970004336019,10.0,12500.0,10.0,4.032256025890453,662.0,36 months,RENT,Source Verified,1,Individual,0,1
1994.0,75.3,9.85,5.060697840353612,13.0,3000.0,24.0,4.220761653975142,687.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2004.0,71.5,27.19,4.838849090737256,14.0,16000.0,26.0,4.426218379832578,712.0,60 months,OWN,Not Verified,0,Individual,0,0
2002.0,57.7,23.92,4.966151122788479,10.0,19900.0,17.0,4.36214304958196,707.0,36 months,MORTGAGE,Verified,0,Individual,0,1
1989.0,35.7,14.97,4.6020599913279625,5.0,15250.0,18.0,3.84279639517558,782.0,60 months,RENT,Not Verified,0,Individual,0,1
1993.0,46.2,17.41,4.8857173311824456,8.0,5000.0,19.0,3.1693804953119495,682.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
1991.0,102.2,11.85,4.897627091290442,5.0,15000.0,9.0,4.050920836935403,742.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2006.0,94.3,21.41,4.845098040014257,5.0,12000.0,22.0,3.9956790605116224,662.0,60 months,RENT,Source Verified,0,Individual,0,1
2003.0,85.2,17.84,4.924279286061882,13.0,20000.0,23.0,4.235730397379406,667.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2007.0,64.9,31.11,4.538573733806856,6.0,13125.0,13.0,4.136657161873879,682.0,60 months,RENT,Source Verified,0,Individual,0,1
2001.0,60.3,26.92,5.0,18.0,25000.0,45.0,4.699195778770342,677.0,36 months,MORTGAGE,Source Verified,0,Individual,0,0
2005.0,95.1,14.45,4.662757831681574,8.0,18375.0,16.0,4.151339200296363,697.0,60 months,RENT,Source Verified,0,Individual,0,1
2002.0,36.2,20.87,4.903089986991944,19.0,20000.0,31.0,4.641315435134449,697.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2004.0,66.2,10.88,4.892094602690481,11.0,12000.0,24.0,4.0305997219659515,717.0,36 months,RENT,Source Verified,0,Individual,0,1
2004.0,38.2,33.46,4.778151250383644,10.0,16000.0,16.0,3.891871830445584,712.0,60 months,RENT,Not Verified,1,Individual,1,0
1999.0,68.7,22.84,4.832508912706237,23.0,30225.0,60.0,4.572488232028253,672.0,36 months,OWN,Verified,0,Individual,0,0
1992.0,70.0,28.92,4.7923916894982534,11.0,13000.0,28.0,4.147645412501743,672.0,36 months,MORTGAGE,Not Verified,1,Individual,1,0
2011.0,61.2,25.26,4.544068044350276,8.0,4000.0,8.0,4.100508394501962,682.0,36 months,RENT,Not Verified,0,Individual,0,1
2003.0,72.1,26.09,4.903089986991944,20.0,32000.0,41.0,4.655051951636065,692.0,60 months,RENT,Source Verified,0,Individual,0,0
2003.0,94.9,17.86,4.480581786829169,5.0,5000.0,9.0,3.5685537120494426,697.0,36 months,RENT,Source Verified,0,Individual,0,1
2001.0,38.0,21.67,4.518513939877887,7.0,5950.0,27.0,3.518908573691414,662.0,36 months,MORTGAGE,Source Verified,1,Individual,1,1
1998.0,60.3,10.23,4.658106835506393,5.0,5000.0,26.0,3.3928727454020793,667.0,36 months,RENT,Source Verified,2,Individual,2,1
1989.0,33.6,10.0,5.414973347970818,17.0,35000.0,30.0,4.557867961568022,692.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2000.0,11.4,4.47,5.276461804173244,17.0,21000.0,51.0,3.7558748556724915,772.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
2005.0,44.3,10.81,4.8750612633917,9.0,15000.0,20.0,3.5603849229720157,662.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
1990.0,81.0,33.17,4.653212513775344,10.0,7800.0,23.0,4.750824551038603,692.0,36 months,MORTGAGE,Verified,0,Individual,0,1
1990.0,74.0,30.89,5.096910013008056,20.0,16000.0,38.0,4.767586235335229,697.0,60 months,RENT,Verified,0,Individual,0,1
2004.0,27.8,18.8,4.778151250383644,17.0,30000.0,32.0,4.195705974747098,687.0,60 months,MORTGAGE,Source Verified,0,Individual,0,1
2002.0,73.9,14.72,4.913813852383717,19.0,18000.0,36.0,4.232538717530598,672.0,36 months,OWN,Not Verified,0,Individual,0,1
1978.0,73.0,29.17,5.0,13.0,35000.0,29.0,5.110818580406763,722.0,60 months,MORTGAGE,Verified,0,Individual,0,1
2008.0,86.6,6.17,5.152288344383057,6.0,8000.0,8.0,4.051384084426689,687.0,36 months,OWN,Verified,0,Individual,0,1
2005.0,18.9,29.68,4.477121254719663,9.0,5750.0,17.0,3.868879446237088,752.0,36 months,RENT,Source Verified,0,Individual,0,1
2001.0,73.5,8.52,5.079181246047625,8.0,4800.0,20.0,4.167228694175993,687.0,36 months,RENT,Not Verified,0,Individual,0,1
1986.0,95.7,8.89,5.1303337684950066,6.0,25000.0,27.0,4.257462573630329,677.0,60 months,MORTGAGE,Source Verified,0,Individual,0,1
2003.0,45.1,29.95,4.6127838567197355,15.0,6000.0,26.0,3.5354207180561734,702.0,36 months,RENT,Verified,1,Individual,1,1
2004.0,65.7,15.6,4.959041392321094,13.0,20000.0,24.0,4.494460719390827,672.0,36 months,OWN,Source Verified,0,Individual,0,1
2005.0,36.5,14.92,4.349588320562463,13.0,2000.0,16.0,3.779957051246906,687.0,36 months,RENT,Verified,1,Individual,1,1
2004.0,56.9,19.13,4.929418925714293,9.0,25000.0,24.0,4.246646274890713,687.0,60 months,RENT,Source Verified,0,Individual,0,0
2005.0,33.4,11.01,5.004321373782642,10.0,7000.0,20.0,4.066363202258494,747.0,36 months,MORTGAGE,Verified,0,Individual,0,1
2010.0,39.1,15.43,5.103803720955957,18.0,24000.0,22.0,4.6107665947732706,672.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
2012.0,36.7,16.42,4.845098040014257,7.0,6000.0,10.0,3.8382822499146885,702.0,36 months,MORTGAGE,Verified,1,Individual,1,1
1992.0,93.1,20.54,5.1195494997999225,13.0,35000.0,19.0,5.013864822143386,712.0,60 months,RENT,Verified,0,Individual,0,1
1992.0,46.0,15.38,4.903089986991944,10.0,10000.0,30.0,4.108057373783854,697.0,60 months,RENT,Source Verified,0,Individual,0,1
1999.0,77.7,11.83,5.278753600952829,16.0,12000.0,31.0,4.078202982503686,682.0,60 months,MORTGAGE,Not Verified,0,Individual,0,1
2013.0,8.2,16.54,4.698970004336019,9.0,12000.0,11.0,3.225050696138049,757.0,36 months,RENT,Source Verified,0,Individual,0,1
1990.0,56.2,17.42,4.975889070514037,13.0,9600.0,20.0,4.142452040066341,667.0,36 months,RENT,Source Verified,0,Individual,0,1
1990.0,31.2,17.6,4.954242509439325,17.0,7500.0,38.0,4.21793116878578,667.0,36 months,RENT,Not Verified,0,Individual,0,1
2000.0,42.9,19.3,5.0,19.0,24000.0,42.0,4.391781685308884,702.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2002.0,38.8,21.3,4.581335138918986,12.0,13725.0,25.0,3.841234295506041,727.0,60 months,RENT,Verified,0,Individual,0,0
2007.0,61.4,22.92,4.477121254719663,12.0,13200.0,14.0,4.319605679131232,697.0,36 months,MORTGAGE,Source Verified,0,Individual,0,0
1999.0,91.9,4.31,5.204119982655925,5.0,10000.0,32.0,3.9865478134147243,662.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2005.0,78.4,6.53,4.845098040014257,7.0,30000.0,13.0,4.095587746918743,662.0,36 months,MORTGAGE,Verified,1,Individual,1,0
2004.0,58.3,13.17,4.633468455579586,12.0,10000.0,20.0,3.8300751664297503,677.0,36 months,RENT,Verified,0,Individual,0,1
2000.0,57.4,20.99,4.950695804756006,9.0,21000.0,13.0,4.058122215782914,687.0,60 months,MORTGAGE,Source Verified,0,Individual,0,1
2002.0,37.4,24.07,5.0,28.0,16775.0,38.0,4.61740926653153,707.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2003.0,76.4,18.25,4.6020599913279625,6.0,15000.0,12.0,4.025919998502018,687.0,36 months,RENT,Source Verified,0,Individual,0,0
1997.0,66.2,20.05,4.556302500767287,14.0,12000.0,31.0,4.329824844312919,687.0,36 months,RENT,Source Verified,0,Individual,0,0
2002.0,46.7,16.15,4.812913356642856,10.0,15350.0,31.0,3.7628285531890904,667.0,36 months,RENT,Not Verified,0,Individual,0,1
1994.0,72.8,16.06,4.869231719730976,10.0,16000.0,37.0,4.179925032074337,712.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2003.0,97.7,21.34,4.653212513775344,21.0,22400.0,30.0,4.391217483239402,677.0,60 months,RENT,Verified,0,Individual,0,1
1996.0,31.9,12.85,4.860338006570994,18.0,25500.0,39.0,4.316515493818436,697.0,60 months,MORTGAGE,Not Verified,0,Individual,0,1
1986.0,39.4,15.66,5.190331698170292,9.0,3500.0,18.0,3.947874654897698,682.0,36 months,MORTGAGE,Not Verified,2+,Individual,0,1
2007.0,69.4,28.23,4.380211241711606,13.0,7875.0,13.0,3.9746037920870325,662.0,36 months,RENT,Not Verified,0,Individual,0,1
2006.0,56.4,2.83,4.698970004336019,3.0,21675.0,6.0,3.742332282357148,707.0,36 months,RENT,Verified,0,Individual,0,1
2000.0,90.3,15.39,5.041392685158225,9.0,21000.0,21.0,4.540129177551348,697.0,36 months,RENT,Source Verified,0,Individual,0,1
1998.0,42.9,16.05,5.041392685158225,18.0,25500.0,31.0,4.29578694025161,667.0,36 months,OWN,Not Verified,0,Individual,0,1
2005.0,66.9,30.42,4.6020599913279625,19.0,10000.0,23.0,4.101815785991744,692.0,36 months,RENT,Source Verified,0,Individual,0,1
1982.0,78.7,38.44,4.431363764158987,10.0,6000.0,14.0,4.532219141146649,697.0,36 months,RENT,Source Verified,0,Individual,0,0
2009.0,26.9,26.12,4.556447241472477,6.0,4000.0,20.0,2.575187844927661,682.0,36 months,RENT,Not Verified,2,Individual,1,1
1991.0,86.6,9.25,5.146128035678238,15.0,18200.0,30.0,4.569771733076458,702.0,60 months,MORTGAGE,Verified,0,Individual,0,1
2002.0,68.2,29.57,4.7923916894982534,13.0,27250.0,23.0,4.547245355641268,697.0,60 months,RENT,Verified,0,Individual,0,1
1993.0,75.6,8.18,5.146128035678238,11.0,12000.0,24.0,4.2266772207845555,662.0,36 months,RENT,Source Verified,1,Individual,0,1
2002.0,64.8,29.66,4.633468455579586,10.0,18000.0,10.0,4.442965530834671,717.0,36 months,RENT,Source Verified,0,Individual,0,1
2005.0,76.2,13.23,4.670245853074124,5.0,15000.0,11.0,4.0463000196529695,682.0,60 months,MORTGAGE,Verified,1,Individual,1,0
1993.0,88.7,15.07,5.079181246047625,11.0,23000.0,30.0,4.849327262334538,722.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
1994.0,41.9,19.47,4.857332496431268,9.0,13500.0,19.0,4.165452072831929,707.0,36 months,RENT,Not Verified,0,Individual,0,1
1999.0,89.8,12.54,4.869231719730976,5.0,32875.0,9.0,4.3862135037167596,662.0,36 months,RENT,Verified,0,Individual,0,1
1982.0,65.6,8.83,4.826074802700826,6.0,12000.0,26.0,3.3356584522893016,677.0,36 months,MORTGAGE,Source Verified,1,Individual,1,1
2002.0,56.3,14.45,5.096910013008056,10.0,30000.0,20.0,4.605380475356462,682.0,60 months,RENT,Source Verified,1,Individual,0,0
1988.0,50.8,12.88,4.8750612633917,10.0,12500.0,26.0,4.157909866226345,682.0,60 months,RENT,Source Verified,0,Individual,0,1
2000.0,55.0,22.2,4.6020599913279625,10.0,11075.0,26.0,4.018825278003951,697.0,36 months,RENT,Verified,0,Individual,0,1
2000.0,48.9,17.63,4.8750612633917,10.0,7500.0,21.0,4.359645792674543,732.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
2002.0,39.8,10.26,5.146128035678238,19.0,17400.0,58.0,3.969276095488932,662.0,60 months,MORTGAGE,Source Verified,1,Individual,1,0
1992.0,72.8,3.76,4.863322860120456,8.0,13600.0,22.0,4.001906704040885,707.0,36 months,RENT,Verified,0,Individual,0,1
1996.0,20.5,29.27,4.680634611188175,15.0,4000.0,28.0,3.782472624166286,692.0,36 months,MORTGAGE,Not Verified,1,Individual,1,1
1992.0,18.1,22.33,4.694605198933568,16.0,7150.0,20.0,3.4867137759824853,707.0,36 months,RENT,Verified,1,Individual,1,1
2006.0,69.4,23.68,4.691965102767361,12.0,6000.0,16.0,4.2775175329691715,672.0,36 months,MORTGAGE,Verified,1,Individual,1,1
2002.0,21.4,2.23,4.954242509439325,2.0,20000.0,9.0,3.8311656339094426,772.0,36 months,RENT,Verified,0,Joint App,0,1
2003.0,77.2,14.66,4.892094602690481,11.0,9000.0,36.0,4.060962113093833,707.0,36 months,RENT,Not Verified,0,Individual,0,1
1989.0,50.0,7.75,5.190331698170292,8.0,21000.0,20.0,4.366142676814888,697.0,36 months,RENT,Source Verified,0,Individual,0,1
2007.0,64.1,25.25,4.3979400086720375,14.0,8325.0,18.0,3.8969669019331548,662.0,36 months,RENT,Verified,0,Individual,0,1
2011.0,43.0,25.95,4.714664992862537,5.0,21600.0,8.0,3.919235037923251,742.0,60 months,RENT,Source Verified,0,Individual,0,0
1994.0,35.8,5.51,4.991226075692495,6.0,22000.0,14.0,4.355738783602035,787.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
1986.0,34.8,28.28,4.922206277439017,13.0,35000.0,28.0,4.110791660771106,682.0,36 months,RENT,Source Verified,0,Individual,0,0
2002.0,21.4,30.2,4.857332496431268,22.0,30000.0,40.0,3.8449739381468877,677.0,60 months,RENT,Verified,1,Individual,1,0
2004.0,57.0,23.49,4.43252034135893,7.0,7550.0,7.0,3.925776053836746,682.0,36 months,RENT,Verified,0,Individual,0,1
1997.0,11.5,14.18,4.857332496431268,15.0,25000.0,21.0,3.9205928620848085,772.0,60 months,MORTGAGE,Not Verified,0,Individual,0,1
1998.0,83.7,15.46,5.05307844348342,9.0,35000.0,18.0,4.636217004703739,677.0,36 months,MORTGAGE,Verified,0,Individual,0,1
2007.0,69.4,30.65,4.3044905277734875,7.0,6000.0,10.0,3.6923180442592787,672.0,36 months,RENT,Source Verified,0,Individual,0,1
2001.0,85.1,12.42,4.812913356642856,10.0,25000.0,19.0,4.351390415142252,672.0,60 months,RENT,Source Verified,0,Individual,0,1
2013.0,26.2,9.0,4.6020599913279625,6.0,15200.0,8.0,3.472171146692363,717.0,36 months,RENT,Source Verified,0,Individual,0,1
1986.0,17.4,19.57,4.681241237375588,18.0,4800.0,31.0,3.8889092592635315,702.0,36 months,RENT,Not Verified,2+,Individual,0,1
2004.0,68.5,10.56,4.845098040014257,11.0,8000.0,16.0,4.0287338793493355,682.0,36 months,RENT,Source Verified,0,Individual,0,1
1994.0,27.0,11.82,4.431363764158987,3.0,5000.0,29.0,3.5996647787884166,662.0,36 months,RENT,Verified,1,Individual,1,1
2005.0,97.8,25.79,4.963787827345556,11.0,21925.0,32.0,4.069594105177555,667.0,60 months,RENT,Source Verified,0,Individual,0,1
1998.0,46.2,20.04,4.6020599913279625,12.0,8000.0,17.0,4.107345665472095,687.0,36 months,OWN,Verified,0,Individual,0,0
2003.0,76.1,31.8,4.6020599913279625,9.0,15400.0,21.0,4.015150103229471,672.0,60 months,RENT,Source Verified,0,Individual,0,0
2006.0,69.9,13.24,4.477121254719663,8.0,12600.0,12.0,4.118727550427005,672.0,60 months,RENT,Source Verified,1,Individual,1,0
2009.0,45.1,16.53,4.544068044350276,12.0,3000.0,17.0,3.2667019668840878,662.0,36 months,RENT,Not Verified,0,Individual,0,1
1998.0,35.7,8.95,5.204119982655925,9.0,20000.0,17.0,4.286434013402093,712.0,60 months,MORTGAGE,Not Verified,0,Individual,0,1
2008.0,55.2,17.35,5.096214585346405,19.0,35000.0,30.0,4.554670835171456,677.0,36 months,RENT,Verified,0,Individual,0,1
2007.0,11.9,30.85,5.079181246047625,12.0,21000.0,31.0,3.5961570809161723,712.0,36 months,RENT,Verified,1,Individual,1,1
2002.0,10.5,10.95,4.740362689494244,12.0,12000.0,31.0,3.7729081949712717,747.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
1994.0,88.3,14.16,5.021189299069938,4.0,35000.0,8.0,4.049760551762476,682.0,36 months,RENT,Verified,0,Individual,0,0
1999.0,92.0,12.27,5.217483944213907,12.0,29975.0,40.0,4.463639203295845,682.0,60 months,RENT,Verified,0,Individual,0,1
1990.0,49.3,13.24,4.9084850188786495,15.0,8000.0,38.0,3.8929289823552056,662.0,36 months,RENT,Source Verified,1,Individual,1,1
2008.0,47.4,15.96,4.477121254719663,9.0,8000.0,14.0,4.118496199911788,672.0,36 months,RENT,Verified,0,Individual,0,1
1998.0,64.1,15.86,4.845098040014257,13.0,30750.0,30.0,4.280714919491007,702.0,60 months,MORTGAGE,Verified,0,Individual,0,0
1985.0,95.9,23.79,4.8061799739838875,9.0,20000.0,13.0,4.127784876362171,667.0,60 months,MORTGAGE,Verified,0,Individual,0,0
1984.0,19.0,4.23,4.748188027006201,16.0,6000.0,37.0,3.7647737169110402,712.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
1993.0,12.0,14.18,4.5910646070264995,9.0,8425.0,17.0,3.3283796034387376,677.0,36 months,MORTGAGE,Not Verified,1,Individual,1,0
2002.0,99.4,11.44,5.243038048686294,8.0,35000.0,19.0,4.705615717476003,672.0,36 months,MORTGAGE,Verified,0,Individual,0,1
1999.0,26.0,4.08,4.7160033436347994,6.0,3200.0,21.0,2.9459607035775686,692.0,36 months,RENT,Not Verified,0,Individual,0,1
2001.0,85.6,12.08,4.6674529528899535,15.0,9600.0,23.0,4.155396773704851,707.0,36 months,MORTGAGE,Source Verified,0,Individual,0,0
1978.0,41.8,6.64,5.0,11.0,10000.0,33.0,4.013932120711204,672.0,36 months,RENT,Not Verified,0,Individual,0,1
2013.0,16.2,26.29,4.505149978319906,10.0,2400.0,13.0,3.5327543789924976,667.0,36 months,RENT,Verified,0,Individual,0,1
2003.0,85.2,20.36,4.835690571492425,19.0,15000.0,30.0,4.256741792625255,667.0,36 months,MORTGAGE,Verified,0,Individual,0,0
1999.0,31.0,7.33,4.896526217489555,12.0,8000.0,29.0,4.231953569198981,747.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
2000.0,49.8,15.09,5.02938377768521,31.0,23050.0,52.0,4.283685590141156,672.0,60 months,RENT,Source Verified,1,Individual,1,0
2004.0,26.4,14.39,4.89879097879921,16.0,16000.0,30.0,3.548020694905531,687.0,36 months,RENT,Source Verified,1,Individual,1,1
2004.0,37.4,15.96,4.991226075692495,23.0,8000.0,30.0,4.1408849802658665,692.0,36 months,MORTGAGE,Source Verified,0,Individual,0,0
2007.0,66.5,11.93,4.778151250383644,9.0,30000.0,19.0,4.05850194342965,667.0,36 months,MORTGAGE,Verified,0,Individual,0,1
2003.0,65.0,20.24,4.477121254719663,5.0,8950.0,13.0,3.6871721045948,672.0,36 months,RENT,Verified,0,Individual,0,0
1999.0,60.5,12.29,5.342422680822207,8.0,18000.0,12.0,4.568072590294782,702.0,36 months,RENT,Source Verified,2+,Individual,0,1
1992.0,53.1,16.42,5.0,11.0,18000.0,18.0,4.320810726067628,692.0,60 months,MORTGAGE,Verified,0,Individual,0,1
2007.0,49.8,17.43,4.4623979978989565,4.0,3800.0,7.0,3.589279221235967,662.0,36 months,RENT,Verified,0,Individual,0,1
1999.0,64.9,17.67,4.812913356642856,22.0,20000.0,24.0,4.31714366202289,662.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
1995.0,40.2,30.6,4.963787827345556,25.0,16000.0,47.0,4.650589188820173,732.0,36 months,OWN,Not Verified,0,Individual,0,1
2000.0,66.1,14.84,4.913813852383717,11.0,20000.0,23.0,4.478191195390028,697.0,36 months,RENT,Not Verified,0,Individual,0,1
2001.0,70.8,24.14,4.4964868292921505,7.0,12000.0,14.0,4.3661613678041915,697.0,36 months,OWN,Verified,0,Individual,0,0
1981.0,67.4,27.2,4.698970004336019,9.0,3000.0,21.0,3.946206553842783,742.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
1985.0,89.6,7.95,5.3979400086720375,9.0,6500.0,32.0,4.949409525059419,707.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2005.0,61.1,25.99,4.512631039809221,5.0,5000.0,12.0,3.730540036477119,682.0,36 months,RENT,Source Verified,0,Individual,0,0
1999.0,48.2,25.09,4.99563519459755,5.0,18000.0,31.0,2.984077033902831,707.0,60 months,RENT,Source Verified,0,Individual,0,1
2005.0,76.9,20.23,4.903089986991944,13.0,26000.0,15.0,4.415056858110851,672.0,36 months,RENT,Verified,0,Individual,0,1
2004.0,32.9,9.24,5.204119982655925,11.0,20000.0,32.0,3.7985815947285477,702.0,36 months,RENT,Source Verified,0,Individual,0,1
